preprocessed_path,features_path,preprocessed_name,meta_key,species,file,url,local_path,RN,CU,NC,SR,CS,PL,SC,GS,GA,OD,NT,DA,NA,GC,SH,AU,LO,RG,ST,file_no_ext,meta_source_dir,GB,HY,RC,OS,OT,BH,ID,AG,IA,IP,AP,DA_parsed,GA_first,RG_first,group,split
preprocessed\Humpback_Whale\6301901A_chunk8.npy,features\Humpback_Whale\6301901A_chunk8.npz,6301901A_chunk8,6301901A,Humpback Whale,6301901A.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901A.wav,dataset\Humpback_Whale\6301901A.wav,6301901A,0  B35:00.00  7:38.386,11A,14900,2:02.914,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901A,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901A_chunk9.npy,features\Humpback_Whale\6301901A_chunk9.npz,6301901A_chunk9,6301901A,Humpback Whale,6301901A.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901A.wav,dataset\Humpback_Whale\6301901A.wav,6301901A,0  B35:00.00  7:38.386,11A,14900,2:02.914,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901A,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901B_chunk0.npy,features\Humpback_Whale\6301901B_chunk0.npz,6301901B_chunk0,6301901B,Humpback Whale,6301901B.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901B.wav,dataset\Humpback_Whale\6301901B.wav,6301901B,0  B35:00.00  9:41.300,11A,14900,9.365,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901B,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901C_chunk0.npy,features\Humpback_Whale\6301901C_chunk0.npz,6301901C_chunk0,6301901C,Humpback Whale,6301901C.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901C.wav,dataset\Humpback_Whale\6301901C.wav,6301901C,0  B35:00.00  9:50.333,11A,14900,9.939,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901C,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901D_chunk0.npy,features\Humpback_Whale\6301901D_chunk0.npz,6301901D_chunk0,6301901D,Humpback Whale,6301901D.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901D.wav,dataset\Humpback_Whale\6301901D.wav,6301901D,0  B35:00.00  10:00.273,11A,14900,9.578,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901D,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk0.npy,features\Humpback_Whale\6301901E_chunk0.npz,6301901E_chunk0,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk1.npy,features\Humpback_Whale\6301901E_chunk1.npz,6301901E_chunk1,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk2.npy,features\Humpback_Whale\6301901E_chunk2.npz,6301901E_chunk2,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk3.npy,features\Humpback_Whale\6301901E_chunk3.npz,6301901E_chunk3,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk4.npy,features\Humpback_Whale\6301901E_chunk4.npz,6301901E_chunk4,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk5.npy,features\Humpback_Whale\6301901E_chunk5.npz,6301901E_chunk5,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk6.npy,features\Humpback_Whale\6301901E_chunk6.npz,6301901E_chunk6,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901E_chunk7.npy,features\Humpback_Whale\6301901E_chunk7.npz,6301901E_chunk7,6301901E,Humpback Whale,6301901E.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901E.wav,dataset\Humpback_Whale\6301901E.wav,6301901E,0  B35:00.00  10:09.301,11A,14900,1:11.873,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901E,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk0.npy,features\Humpback_Whale\6301901H_chunk0.npz,6301901H_chunk0,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk1.npy,features\Humpback_Whale\6301901H_chunk1.npz,6301901H_chunk1,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk10.npy,features\Humpback_Whale\6301901H_chunk10.npz,6301901H_chunk10,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk11.npy,features\Humpback_Whale\6301901H_chunk11.npz,6301901H_chunk11,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk2.npy,features\Humpback_Whale\6301901H_chunk2.npz,6301901H_chunk2,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk3.npy,features\Humpback_Whale\6301901H_chunk3.npz,6301901H_chunk3,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk4.npy,features\Humpback_Whale\6301901H_chunk4.npz,6301901H_chunk4,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk5.npy,features\Humpback_Whale\6301901H_chunk5.npz,6301901H_chunk5,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk6.npy,features\Humpback_Whale\6301901H_chunk6.npz,6301901H_chunk6,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk7.npy,features\Humpback_Whale\6301901H_chunk7.npz,6301901H_chunk7,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk8.npy,features\Humpback_Whale\6301901H_chunk8.npz,6301901H_chunk8,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901H_chunk9.npy,features\Humpback_Whale\6301901H_chunk9.npz,6301901H_chunk9,6301901H,Humpback Whale,6301901H.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901H.wav,dataset\Humpback_Whale\6301901H.wav,6301901H,0  B35:00.00  11:43.014,11A,14900,1:54.044,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 63019016. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901H,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901M_chunk0.npy,features\Humpback_Whale\6301901M_chunk0.npz,6301901M_chunk0,6301901M,Humpback Whale,6301901M.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901M.wav,dataset\Humpback_Whale\6301901M.wav,6301901M,0  B35:00.00  13:48.470,11A,14900,1:59.886,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 6301901L. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901M,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901M_chunk1.npy,features\Humpback_Whale\6301901M_chunk1.npz,6301901M_chunk1,6301901M,Humpback Whale,6301901M.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901M.wav,dataset\Humpback_Whale\6301901M.wav,6301901M,0  B35:00.00  13:48.470,11A,14900,1:59.886,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 6301901L. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901M,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
preprocessed\Humpback_Whale\6301901M_chunk10.npy,features\Humpback_Whale\6301901M_chunk10.npz,6301901M_chunk10,6301901M,Humpback Whale,6301901M.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6301901M.wav,dataset\Humpback_Whale\6301901M.wav,6301901M,0  B35:00.00  13:48.470,11A,14900,1:59.886,Pemtek 4Ch/K-H H5.0,OTF,Megaptera novaeangliae  AC2A,ASWAC2A,26-Mar-1963  AC2A | MarAC2A  1963AC2A,AC2A  Song calls.  Reverberation present.  Taken from cut 6301901L. Great tape.,21-Nov-1994,1,N32AC2A  W064AC2A,Offshore Platform,Vernon Coleman,"CD #5, 6 | SHIV",Ampex PC-TO,BLAC2A | FMAC2A | NLAC2A | NSAC2A | Song calls  AC2A,6301901M,dataset\Humpback_Whale,"Argus Island, Bermuda  AC2A",,Platform,,,,,,,,,1994-11-21,ASWAC2A,Ampex PC-TO,ASWAC2A_Ampex PC-TO,train
